SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C=O,12.763998444687026,-1.1552634893999436,12.763998444687026,0.1536135070036584,0.21272290604714936,446.5700000000002,412.2980000000002,446.219905808,172,0,0.30293567267274674,-0.48122926245046976,0.48122926245046976,0.30293567267274674,1.0333333333333334,1.6666666666666667,2.1333333333333333,32.166364251761756,9.967126754564191,2.309174701831143,-2.273296956027582,2.1039613078026123,-2.57697856689253,7.980988198936804,-0.13819688619645076,5.3704564916331385,601.5737049895929,23.267220234572104,17.973689128543256,18.790185709470983,14.064187025512478,9.894885453251439,11.288732303368791,7.186693007890802,8.17229156754429,4.611537559560972,5.255488110420351,2.487120295921314,2.9767564500025423,-2.1399999999999997,1522395.2545016096,27.859999999999992,14.781152028818497,10.583399171816216,181.0226406125854,31.585097868093705,18.369842181425476,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,11.761884949391115,0.0,20.268296022307258,37.691909281962225,6.4208216229260096,12.083681658295921,29.079213315199812,41.73888994852703,0.0,15.950365812018994,11.651573523323577,70.62186140736776,12.008622790258194,0.0,0.0,0.0,21.684033289181176,0.0,0.0,11.761884949391115,71.25951850082666,23.97268592035911,5.917906046161393,46.454498090775914,0.0,0.0,0.0,0.0,167.69,47.8582077925982,23.97268592035911,0.0,18.75954929201341,24.880657375728365,0.0,6.923737199690624,18.685622149081738,13.179506383202028,15.950365812018994,10.84019487200289,0.0,1.5435708187410304,59.56513088960354,16.570113957592,5.510659461228267,-2.4956272075502843,-3.6586507058673465,3.0739227869269703,5.057546665992492,0.0,0.7368421052631579,30,6,10,0,0,0,0,0,0,7,5,11,15,0,0,0,0,-0.3490999999999964,114.82930000000006,1,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C=O,12.185066137566139,-1.0817504409171075,12.185066137566139,0.06415984294952581,0.39752561721051477,315.37000000000006,290.17,315.1794209,126,0,0.30293567267265514,-0.48122926245046993,0.48122926245046993,0.30293567267265514,1.1818181818181819,1.7727272727272727,2.1818181818181817,16.365272128988032,9.993717859512246,2.259726318447592,-2.234094086446004,2.0682496999650914,-2.5359571867139152,5.904697758479119,-0.1378021414345082,4.890592876871641,411.2824897463263,17.284092571446667,13.16562871605281,13.16562871605281,10.22165177041138,7.25823932330734,7.25823932330734,5.338249706199061,5.338249706199061,3.4059566632657403,3.4059566632657403,1.6689858154023742,1.6689858154023742,-1.9599999999999997,35192.165223693446,20.039999999999996,9.882603272463738,7.164111550716011,129.36343573158533,26.268309264087375,12.328001352277516,0.0,11.814359458703011,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,20.268296022307258,19.262464868778025,6.4208216229260096,12.083681658295921,24.28467613112799,24.069825269784417,0.0,10.633577208012662,11.651573523323577,58.15919895529379,0.0,0.0,0.0,0.0,16.367244685174846,0.0,0.0,0.0,47.301875152068995,19.178148736287287,5.917906046161393,40.0336764678499,0.0,0.0,0.0,0.0,138.59,35.90918723409874,19.178148736287287,0.0,18.75954929201341,12.706982146055566,0.0,6.923737199690624,0.0,13.847474399381248,10.633577208012662,10.84019487200289,0.0,0.0,45.49720779632892,13.649299059142582,5.421270936621767,-2.2946308106575963,-2.5465762786596144,0.95981072058453,5.146951909972744,0.0,0.7142857142857143,22,5,8,0,0,0,0,0,0,5,4,8,10,0,0,0,0,-0.5869999999999986,79.89960000000004,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1C/C=C/NC(=C)C[C@H](CC)OC[C@@H](NC1=O)Cc1c[nH]c2ccccc12,13.932785120998087,-1.2390240361444163,13.932785120998087,0.12583626497880962,0.14502674105037183,695.8620000000002,642.438,695.400647036,274,0,0.30293567267274674,-0.48122926245046976,0.48122926245046976,0.30293567267274674,1.1,1.84,2.52,16.487365071521822,9.964272258799214,2.3304003376647393,-2.288617359624887,2.2024659844184247,-2.5930907092717312,5.948609521917388,-0.13824468777399213,1.8570304825725301,1520.9512398968538,36.793953493138034,29.42091840680645,29.42091840680645,23.819008558735398,17.270495655468878,17.270495655468878,12.93803822985673,12.93803822985673,8.846850187152203,8.846850187152203,5.595934758944232,5.595934758944232,-4.6899999999999995,51476123843.26353,39.74583873926437,19.485822850309265,12.02084459312742,292.96016115442836,47.14497936678181,18.12552248744388,0.0,23.628718917406022,0.0,5.969305287951849,23.97268592035911,0.0,0.0,0.0,58.046090217815085,56.354703187535115,35.63845106260199,24.794530010557143,33.816076268999865,40.50094913743893,0.0,31.567921540978862,11.651573523323577,108.95387069273268,6.606881964512918,60.57771333046517,0.0,0.0,32.31761049719384,0.0,0.0,0.0,82.6085826191468,35.13037049708517,5.917906046161393,71.78333002801556,55.01426183876818,0.0,10.902924932081056,0.0,216.76999999999998,66.22804997402368,29.079213315199812,0.0,31.47039764427463,19.26246486877803,28.584237359759896,6.923737199690624,19.199712196344954,44.309786244840765,38.14685722457737,10.470530430962235,6.281326113121384,0.0,68.06513276576933,24.463822673403513,8.381397897553578,-3.933135935300136,3.1646556991043733,7.001048542964677,11.409085576716617,0.0,0.5277777777777778,50,9,14,0,1,1,1,1,2,8,8,14,14,0,0,0,3,2.113700000000004,190.38039999999958,1,0,0,0,0,1,1,0,1,1,5,4,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C=O,12.734181967540103,-1.153153528386664,12.734181967540103,0.052735759427227524,0.24153760544460667,428.5300000000002,392.2420000000002,428.263484872,172,0,0.3029356726727364,-0.4812292624504698,0.4812292624504698,0.3029356726727364,0.8333333333333334,1.3333333333333333,1.7666666666666666,16.36531547658778,10.00010551194854,2.289569504502857,-2.254773345409248,2.0884331217466565,-2.5634897830465917,5.932555817310127,-0.1380788856155755,5.3613683072361855,606.1041116528551,23.430356941388638,18.435684326082473,18.435684326082473,13.865187518302655,10.206069302169487,10.206069302169487,8.353699596968934,8.353699596968934,4.250766531396893,4.250766531396893,2.754707234626248,2.754707234626248,-2.4899999999999998,1135085.3868902484,27.510000000000005,13.681360933625104,11.496705728014998,177.2644727016168,31.585097868093705,18.369842181425476,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,0.0,0.0,27.694948798762496,38.02201416079144,6.4208216229260096,12.083681658295921,29.079213315199812,29.97700499913592,0.0,15.950365812018994,17.56947956948497,84.46933580674899,0.0,0.0,0.0,0.0,21.684033289181176,0.0,0.0,0.0,59.25089571056846,23.97268592035911,11.835812092322787,60.301972490157155,0.0,0.0,0.0,0.0,167.69,47.8582077925982,23.97268592035911,0.0,24.677455338174802,19.127803768981575,0.0,6.923737199690624,0.0,27.694948798762496,15.950365812018994,10.84019487200289,0.0,0.0,59.503615760394574,16.54596151815752,5.5082484862476395,-2.6828639512050882,-3.6526190668706517,0.922210011976426,9.02211390796625,0.0,0.75,30,6,10,0,0,0,0,0,0,6,5,10,14,0,0,0,0,-0.05609999999999693,111.28530000000006,1,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C=O,12.146181027966742,-1.0815151014109354,12.146181027966742,0.07650557445200312,0.39752561721051477,315.37000000000006,290.17,315.1794209,126,0,0.30293567267264343,-0.48122926245046993,0.48122926245046993,0.30293567267264343,1.1363636363636365,1.7272727272727273,2.1363636363636362,16.36527174964825,10.035231411544443,2.247262227895176,-2.2161403884883164,2.0474231682392863,-2.527972078183733,5.90422794875635,-0.1377602115457338,4.813611064442862,409.2824897463263,17.284092571446667,13.16562871605281,13.16562871605281,10.16681021554499,7.203397768440949,7.203397768440949,5.662976291286259,5.662976291286259,2.9106802408165815,2.9106802408165815,1.7794779740840025,1.7794779740840025,-1.9599999999999997,31153.465475899822,20.039999999999996,9.882603272463738,8.354242260306831,129.36343573158533,26.268309264087375,12.328001352277516,0.0,11.814359458703011,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,13.847474399381248,25.683286491704038,6.4208216229260096,12.083681658295921,24.28467613112799,24.069825269784417,0.0,10.633577208012662,11.651573523323577,58.159198955293775,0.0,0.0,0.0,0.0,16.367244685174846,0.0,0.0,0.0,47.301875152068995,19.178148736287287,5.917906046161393,40.0336764678499,0.0,0.0,0.0,0.0,138.59,35.90918723409874,19.178148736287287,0.0,18.75954929201341,12.706982146055566,0.0,6.923737199690624,0.0,13.847474399381248,10.633577208012662,10.84019487200289,0.0,0.0,45.37211799460627,13.618994261310277,5.417408915739543,-2.0290371735113797,-2.5334237475854557,0.7240084876543209,5.263264595119754,0.0,0.7142857142857143,22,5,8,0,0,0,0,0,0,5,4,8,10,0,0,0,0,-0.5869999999999986,79.89960000000004,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C=O,12.920793152137398,-1.1982162655142805,12.920793152137398,0.0009681355834854077,0.19899476294957222,478.5460000000002,444.2740000000003,478.24274942799997,188,0,0.3029356726727364,-0.5079666451557731,0.5079666451557731,0.3029356726727364,0.9411764705882353,1.5,2.0,16.365371166021994,10.004449323439571,2.2896506315148786,-2.2523943879965906,2.117777906859468,-2.5643460362156514,5.933022317995088,-0.13807337204893366,2.9381328581546695,855.3795403690875,25.83613433532445,19.61494872915131,19.61494872915131,15.920830410968481,11.041647866715543,11.041647866715543,8.594721811899019,8.594721811899019,4.917383885151308,4.917383885151308,3.1174664728032475,3.1174664728032475,-3.4699999999999993,11747831.498023465,28.562754667540126,13.936160136864615,10.430830634763689,198.020974316687,36.69162526293441,24.119354014709383,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,0.0,0.0,25.980208536304467,49.800293743250265,6.4208216229260096,12.083681658295921,34.18574071004052,29.97700499913592,0.0,15.950365812018994,11.651573523323577,70.62186140736775,0.0,29.828919765543436,0.0,5.749511833283905,21.684033289181176,0.0,5.749511833283905,0.0,64.35742310540917,30.393507543285118,5.917906046161393,45.597127959546896,24.26546827384644,0.0,0.0,0.0,187.92,47.8582077925982,29.079213315199816,0.0,37.35070437114934,11.849612014826551,0.0,19.056471336613843,12.13273413692322,13.847474399381248,15.950365812018994,10.84019487200289,0.0,0.0,60.27744217861659,25.928447061508386,6.241059714205207,-3.022187978947745,2.1804766030213134,0.446428774738312,5.115000313524604,0.0,0.5217391304347826,34,7,11,0,0,0,1,0,1,7,6,11,14,0,0,0,1,-0.15389999999999615,123.64110000000004,1,0,0,0,0,0,0,1,1,1,5,4,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCC[NH3])C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCC[NH3])C(=O)N[C@@H](CO)C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCC[NH3])C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C=O,12.121036942554799,-1.0813275355162981,12.121036942554799,0.07566310783572683,0.3600739945005925,333.41,310.226,333.135841836,126,0,0.30293567267264343,-0.48122926245046993,0.48122926245046993,0.30293567267264343,1.2272727272727273,1.8636363636363635,2.3181818181818183,32.166363694704145,10.093633997290734,2.2435168747173275,-2.2079946483771806,2.0253111032951354,-2.527245012392756,7.980982741493586,-0.13775116173344373,4.739245572906759,403.13680035412847,17.120955864630137,12.703633518513595,13.520130099441321,10.310968167888422,6.83737236465651,8.23121921477386,4.814901595194948,5.800500154848437,2.8183213357336006,3.4622718865929794,1.5421573084914377,2.031793462572666,-1.6099999999999997,37825.564767115284,20.39,11.023453308702829,8.62691445354789,133.121603642554,26.268309264087375,12.328001352277516,0.0,11.814359458703011,0.0,5.969305287951849,14.383611552215466,0.0,11.761884949391115,0.0,0.0,31.774003235800837,6.4208216229260096,12.083681658295921,24.28467613112799,35.83171021917553,0.0,10.633577208012662,5.733667477162185,44.311724555912534,12.008622790258194,0.0,0.0,0.0,16.367244685174846,0.0,0.0,11.761884949391115,59.31049794232719,19.178148736287287,0.0,26.186202068468653,0.0,0.0,0.0,0.0,138.59,35.90918723409874,19.178148736287287,0.0,12.841643245852019,18.459835752802356,0.0,18.685622149081738,0.0,6.255769183511404,10.633577208012662,10.84019487200289,0.0,1.53537249296719,45.29213081911675,13.60112696616755,5.4144796228102505,-1.538621984159953,-2.5237990147211837,2.6000748123195816,1.452569618833147,0.0,0.6923076923076923,22,5,8,0,0,0,0,0,0,6,4,9,11,0,0,0,0,-0.8799999999999983,83.44360000000003,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C([C@@H](C)CC)C(=O)N[C@@H](CCCC[NH3])C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccccc1)C=O,12.867792816200556,-1.1709571616755061,12.867792816200556,0.16521483848396534,0.21596107191090863,480.58700000000016,448.33100000000024,480.20425574399997,182,0,0.3029356726727364,-0.4812292624504698,0.4812292624504698,0.3029356726727364,1.0,1.5757575757575757,2.121212121212121,32.16636445178845,10.0557500924549,2.282996667610464,-2.2421101258386034,2.065236496651843,-2.5630928410415144,7.980994751712386,-0.13804031398511557,2.8993710459047524,805.3356015565129,24.802754140504838,18.78309020530176,19.599586786229487,15.671141513194561,10.541332062658167,11.935178912775518,7.565798495250177,8.551397054903667,4.727411871044835,5.371362421904215,2.901126333060745,3.372530853851776,-2.919999999999999,9876382.759600218,28.113244680851064,15.013415328397572,10.975101630100037,196.9849084754596,31.585097868093705,18.369842181425476,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,11.761884949391115,0.0,30.33183534230805,43.75827635042384,6.4208216229260096,12.083681658295921,29.079213315199812,41.73888994852703,0.0,15.950365812018994,5.733667477162185,56.774387007986505,12.008622790258194,35.89528683400505,0.0,0.0,21.684033289181176,0.0,0.0,11.761884949391115,71.25951850082666,30.393507543285118,0.0,31.749653560165648,30.33183534230805,0.0,0.0,0.0,167.69,47.8582077925982,23.97268592035911,0.0,19.26246486877803,18.459835752802356,5.563451491696996,18.685622149081738,0.0,36.58760452581945,15.950365812018994,10.84019487200289,0.0,1.474021599342216,60.135128818878876,16.605841722683074,6.396484092673667,-2.433921076782866,5.353616345189544,2.5357752009781924,1.4330532970372991,0.0,0.5,33,6,10,0,0,0,1,0,1,7,5,11,15,0,0,0,1,-0.15249999999999586,125.52030000000003,1,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
